Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Text
244646,B0011MFW4A,A1XPVB515QTX7N,D. Brandt,2,3,5,1333065600,Good for my kids allergies & GRANOLA BAR RECIPE,"My kids have many food allergies sensitivities and this mix is fine for them to eat. It is a nice mix and sweet enough to feel like a treat. However, my kids (6, 5 & 3 years old) tend to pick out the fruit pieces they like and leave the rest...even though they like those other ingredients when served separately.<br /><br />This trail mix now serves a new purpose for us. Recently we stopped ordering the Enjoy Life granola bars due to the brown rice syrup and the reports that some brown rice syrup contains arsenic. I have figured out how to make my own granola bars using this mix and a few other ingredients. Here is the recipe in case anyone else is interested:<br /><br />3 bags Enjoy Life No Nuts Seed and Fruit mix (I bet any of the blends would work)<br />1/4 Cup Coconut Flour<br />1/4 Cup Ground Flax Seeds<br />1/4 Cup Cacao Nibs (these are unsweetened, and optional. I'm sure the Enjoy Life mini chocolate chips would be great in here too, or raisins...)<br /><br />In case you are unfamiliar with any of the ingredients here are samples of each:<br /><a href=""http://www.amazon.com/gp/product/B0011MFW4A"">Enjoy Life not nuts! Beach Bash Nut Free Trail Mix, Gluten, Dairy & Nut Free,  6-Ounce Bags (Pack of 6)</a><br /><a href=""http://www.amazon.com/gp/product/B0019GZ7Z2"">Bob's Red Mill Organic Coconut Flour -- 16 oz</a><br /><a href=""http://www.amazon.com/gp/product/B000EDBQ6A"">Bob's Red Mill Organic  Flaxseed Meal, 16-Ounce Packages (Pack of 4)</a><br /><a href=""http://www.amazon.com/gp/product/B001ELL9GI"">Navitas Naturals Cacao Nibs, 16-Ounce Pouches (Pack of 2)</a><br /><br />You could add a little honey or other sweetener, but we don't. The fruit in it makes it just sweet enough. However, due to my kids' allergies they are used to this type of food. If you are just converting off a typical American diet, you might want it sweeter. Also, this recipe seems pretty forgiving if you want to experiment. I might try some with sunflower butter. I bet it would good, but this way is tasty and pretty simple, and I'm not sure that I want to add any more $ to these since we already go through 2-3 batches a week.<br /><br />Before you start, preheat the oven to 300-350. (This is important if you want to do it the busy mom way.) Put it all in the food processor and let  it become very fine granules, it will take a few minutes. Add 1/2 cup extremely hot water and keep it whizzing in the food processor for just a minute or so to mix it together. Pour into a pan. I use an 11 inch by 7 inch Pyrex pan. It helps if you grease the bottom. The mixture is very sticky, so spreading it out evenly is a little tricky. I use a large metal spatula-type thing that is actually for cutting dough. The parts that stick to the spatula I take off and put in the corners of the pan. I'm able to get it nice and smooth, just expect it to be thick and sticky. Next bake it for 10-15 minutes, or put it in and turn off the oven so you don't have to remember it. That's what I do and it works great. I just let it stay in there until I'm ready to cut it into bars or squares. It is much easier to cut if you wait for it to cool completely.<br /><br />So, now that I am using this to make granola bars, we are going through a lot of this. But it's healthy and free of all the allergens my kids have. I hope this helps someone.<br /><br />In case anyone is wondering about ingredients. The bags I just got (with a new designed tan, orange and brown bag) list this:<br />Raw Sunflower Kernels, Pineapples*, Roasted Hulled Pumkin Seeds (Sunflower Oil (Sunflower Oil, Citric Acid), salt), Cranberries*, Apricots*.<br />*Sulfite-free<br />Also, they expire in September of this year...so, about 6 months from when I got them.",kids many food allergies sensitivities mix fine eat nice mix sweet enough feel like treat however kids years old tend pick fruit pieces like leave resteven though like ingredients served separatelybr br trail mix serves new purpose us recently stopped ordering enjoy life granola bars due brown rice syrup reports brown rice syrup contains arsenic figured make granola bars using mix ingredients recipe case anyone else interestedbr br bags enjoy life nuts seed fruit mix bet blends would workbr cup coconut flourbr cup ground flax seedsbr cup cacao nibs unsweetened optional im sure enjoy life mini chocolate chips would great raisinsbr br case unfamiliar ingredients samples eachbr hrefhttpwwwamazoncomgpproductbmfwaenjoy life nuts beach bash nut free trail mix gluten dairy nut free ounce bags pack abr hrefhttpwwwamazoncomgpproductbgzzbobs red mill organic coconut flour ozabr hrefhttpwwwamazoncomgpproductbedbqabobs red mill organic flaxseed meal ounce packages pack abr hrefhttpwwwamazoncomgpproductbellginavitas naturals cacao nibs ounce pouches pack abr br could add little honey sweetener dont fruit makes sweet enough however due kids allergies used type food converting typical american diet might want sweeter also recipe seems pretty forgiving want experiment might try sunflower butter bet would good way tasty pretty simple im sure want add since already go batches weekbr br start preheat oven important want busy mom way put food processor let become fine granules take minutes add cup extremely hot water keep whizzing food processor minute mix together pour pan use inch inch pyrex pan helps grease bottom mixture sticky spreading evenly little tricky use large metal spatulatype thing actually cutting dough parts stick spatula take put corners pan im able get nice smooth expect thick sticky next bake minutes put turn oven dont remember thats works great let stay im ready cut bars squares much easier cut wait cool completelybr br using make granola bars going lot healthy free allergens kids hope helps someonebr br case anyone wondering ingredients bags got new designed tan orange brown bag list thisbr raw sunflower kernels pineapples roasted hulled pumkin seeds sunflower oil sunflower oil citric acid salt cranberries apricotsbr sulfitefreebr also expire september yearso months got
130261,B001EO5UTM,A3MBRABC4DQOYE,"Ware Carlton-Ford ""Modern Day Caveman and Gou...",1,2,5,1302825600,Great All-Purpose Oil,"This is a great olive oil.  It is really low in price for its organic certification and the fact that it is first cold-pressed (first cold pressing yields a much more nutritious, flavorful oil).  Other olive oils that can make those claims often cost twice what Zoe does, or more.  As to flavor, it is soft, buttery, and a little bit sweet; it tastes like olive oil (sounds dumb, but many olive oils sacrifice their fundamental ""olive-ness"" to achieve a wider appeal).  On the other hand, it is not so strong as to overpower other flavors when you cook with it.  Great for roasting garlic, as a base for sauces, and for sauteeing vegetables.  The two small tins are a nice touch, too, as you get a decent amount of oil, but can keep it half of it sealed up for freshness.",great olive oil really low price organic certification fact first coldpressed first cold pressing yields much nutritious flavorful oil olive oils make claims often cost twice zoe flavor soft buttery little bit sweet tastes like olive oil sounds dumb many olive oils sacrifice fundamental oliveness achieve wider appeal hand strong overpower flavors cook great roasting garlic base sauces sauteeing vegetables two small tins nice touch get decent amount oil keep half sealed freshness
210267,B001TM70V0,A2HTVVOK47QP7N,"Lucylou ""Review addict!""",0,0,5,1304121600,MY Cats LOVE this and can't get enough!,Amazing! My cats love this and it's exciting to watch them eat it b/c they gobble it up like they have never eaten before.,amazing cats love exciting watch eat bc gobble like never eaten
83493,B005ZBZLT4,A2MFGYTFVH93LQ,"A. Trapp ""indy runner""",0,0,3,1342310400,Not awesome,"I thought this product would be amazing, based on the way it smelled when I opened the bag, but it was just average. Not great, but not awful.",thought product would amazing based way smelled opened bag average great awful
543171,B000O9T4FY,A3MCEVAFHA7I7S,G. Homer,0,0,5,1351209600,Good Buy,"I liked the beans. They were vacuum sealed, plump and moist. Would recommend them for any use. I personally split and stuck them in some vodka to make vanilla extract. Yum!",liked beans vacuum sealed plump moist would recommend use personally split stuck vodka make vanilla extract yum
498136,B005DGIAMQ,A3P2W9W6KSI3KQ,Tuck,0,0,4,1323043200,Loves but didn't last,We have a golden doodle who is a strong chewer. His nylabones usually last but he chewed this one in half in about a week. He absolutely loves this toy though. It is his favorite even a month later when he only has a part of it left. If he wasn't such a strong chewer I would definitely get this toy again.,golden doodle strong chewer nylabones usually last chewed one half week absolutely loves toy though favorite even month later part left wasnt strong chewer would definitely get toy
190069,B0000DGG1U,A1EXAEK1BC6RH2,Jeremy,0,0,5,1313971200,Great value for beginner bonsai,"I recently purchased this bonsai for myself because learning this ancient art is something I have always been interested in. I have nothing but good things to say about the seller and this product. First, the shipping was very quick, and was easily one of the most well packaged items I have recieved to date. The soil was still moist upon arrival and the trees leave were still vibrant and green. The tree itselt is stunning! A near perfect representation of the product photo in size, and styling. I was also impressed with the quality of the bonsai pot. I expected cheap plastic, or a temporary pot, inwhich I would need to invest further in a proper bonsai pot, but the pot was a beautiful glazed pot, with proper irrigation holes in the bottom and a nice blue/green color. Overall I would recommend this to anyone on the fence about a bonsai purchase online. You won't be disappointed.",recently purchased bonsai learning ancient art something always interested nothing good things say seller product first shipping quick easily one well packaged items recieved date soil still moist upon arrival trees leave still vibrant green tree itselt stunning near perfect representation product photo size styling also impressed quality bonsai pot expected cheap plastic temporary pot inwhich would need invest proper bonsai pot pot beautiful glazed pot proper irrigation holes bottom nice bluegreen color overall would recommend anyone fence bonsai purchase online wont disappointed
181573,B001EHEDMY,AMB2S37LGVIPZ,jude,0,0,5,1287705600,alaska smokehouse salmon,I love smoked salmon and I found this product very good but a little expensive and I didn't need the gift box.,love smoked salmon found product good little expensive didnt need gift box
323189,B000OQ2DL4,A2N3N439PRGV3I,Gregory Bravo,219,263,5,1193788800,This one supplement has changed my life!,"I eat well.  I read a lot of research on health.  I'm a Medline junkie.  I've tried a lot of different supplements in my time--- probably 40 or 50 different things over the years--vitamins, minerals, herbs.  Some of them made me kind of ill, some had a minor positive effect. (For example, I noticed that ginkgo actually did help me think more clearly, at least a little bit.)<br /><br />None of them, however, made a MAJOR positive impact on my life.<br /><br />That is, until Natural Calm.<br /><br />This miraculous substance has improved the quality of my life dramatically!<br /><br />Here are the things this supplement has helped with:<br /><br />Sleep--- Basically cured my occasional insomnia, and gives me a deep restful sleep every night.<br />Stress-- I now feel spectacularly relaxed.  Also increased my ability to deal with difficult ""crisis"" situations.<br />Mood--- Made me generally happier.<br />Decreased muscle cramping and soreness.<br />Improved gums and teeth.<br />Improved hair loss.<br />Improved digestion and transit time.<br /><br />Yeah, hard to believe it cured so many things, right??  Me too!<br /><br />But out of all the things I have ever taken, this is the ONE THING that I would NEVER be without.  It has made that important an improvement in my life.  It is almost like a miracle.  Really.<br /><br />There is a huge amount of research on the need in the body for more magnesium than Americans usually consume.  Especially important is the ratio of Calcium to Magnesium you consume.  In America this ratio is about 4 to 1.  Ideally it should be around 1 to 1 or 1.5 to 1.  I have settled on a ratio of about 1200 mg Ca and 800 mg Mg per day.  (Try ""The Magnesium Factor"" by Margaret Seelig or ""The Magnesium Miracle"" by Carolyn Dean here on Amazon if you want more science of magnesium.)<br /><br />I highly recommend that everyone try this supplement, at least for a week or two.  You probably won't need that long.  I noticed an improvement in two days.  A MAJOR and IMMEDIATE improvement.<br /><br />If you try it, I'd be curious as to your results.  Leave a message in the comments section of my post, if you want.<br /><br />Here's wishing you great health!",eat well read lot research health im medline junkie ive tried lot different supplements time probably different things yearsvitamins minerals herbs made kind ill minor positive effect example noticed ginkgo actually help think clearly least little bitbr br none however made major positive impact lifebr br natural calmbr br miraculous substance improved quality life dramaticallybr br things supplement helped withbr br sleep basically cured occasional insomnia gives deep restful sleep every nightbr stress feel spectacularly relaxed also increased ability deal difficult crisis situationsbr mood made generally happierbr decreased muscle cramping sorenessbr improved gums teethbr improved hair lossbr improved digestion transit timebr br yeah hard believe cured many things right toobr br things ever taken one thing would never without made important improvement life almost like miracle reallybr br huge amount research need body magnesium americans usually consume especially important ratio calcium magnesium consume america ratio ideally around settled ratio mg ca mg mg per day try magnesium factor margaret seelig magnesium miracle carolyn dean amazon want science magnesiumbr br highly recommend everyone try supplement least week two probably wont need long noticed improvement two days major immediate improvementbr br try id curious results leave message comments section post wantbr br heres wishing great health
170764,B00765PU2K,A2E3MDC96N248V,StephanieC,1,1,5,1348099200,So fresh!,The beans arrived quickly and were so fresh and moist and perfectly oily.  It will be hard to go back to vanilla extract after this!,beans arrived quickly fresh moist perfectly oily hard go back vanilla extract
215819,B002Z04ZNQ,A1H9O458YIER0J,AZ Kate,0,0,5,1297296000,Refreshing and delicious,"I find this juice very light, much like water but with a pleasant and not too sweet flavor. Great before or after exercise. I once drank it as a headache threatened -- the headache went away, maybe due to the potassium? Anyhow, I got a case and I'm glad I did.",find juice light much like water pleasant sweet flavor great exercise drank headache threatened headache went away maybe due potassium anyhow got case im glad
431717,B002TMV3CG,A1KGRAJLK2GHU1,Cherrybomb,1,1,4,1277078400,"Well balanced, not bitter, substantial flavor","Gotta start the day with a cup o' joe, so I put the Melitta Cafe Collection Blanc et Noir Ground Coffee through its paces. For those who care about such things, I brewed the coffee in an electric drip coffeemaker, using a non-bleached paper filter. I used 18 ounces of water (or three cups according to the coffee package) and approximately 2 teaspoons of coffee per cup as instructed on the package (plus my signature ""one to grow on"" teaspoon that always goes in for a little boost).<br /><br />When I poured the cup, I was pleased to see that the coffee was very dark. I drink my coffee black and I like it strong, so my ratio of water to coffee seemed right for me. I did notice that there wasn't as much aroma as I would have liked. What I did smell had that freshly brewed scent but it was subtle. The flavor was very balanced - not bitter like an overly roasted coffee (Sorry Starbucks) but not wishy washy like most grocery store blends. It was the kind of morning coffee that I enjoy, flavor without being too bold and in my face first thing. Not too much acid, but a bit of a zing. I guess that's why it is a blend of light and dark coffees, which seems to work well.<br /><br />My normal coffee is Gevalia Stockholm and this compared favorably. I thought it was tastier than my runner-up coffee (when I run out of Gevalia), Dunkin' Donuts. I would definitely purchase this blend and I'll recommend it to the coffee fiends in my family.",gotta start day cup joe put melitta cafe collection blanc et noir ground coffee paces care things brewed coffee electric drip coffeemaker using nonbleached paper filter used ounces water three cups according coffee package approximately teaspoons coffee per cup instructed package plus signature one grow teaspoon always goes little boostbr br poured cup pleased see coffee dark drink coffee black like strong ratio water coffee seemed right notice wasnt much aroma would liked smell freshly brewed scent subtle flavor balanced bitter like overly roasted coffee sorry starbucks wishy washy like grocery store blends kind morning coffee enjoy flavor without bold face first thing much acid bit zing guess thats blend light dark coffees seems work wellbr br normal coffee gevalia stockholm compared favorably thought tastier runnerup coffee run gevalia dunkin donuts would definitely purchase blend ill recommend coffee fiends family
86687,B0017OB3CM,A3HEM06ALRN3HR,W. Giles,13,13,5,1300147200,Good Grits,"These grits are excellent.  Amazon, in their product description says that ""hominy grits are coarsely ground hominy or corn"".  That statement is incorrect.  Hominy IS corn...that has the germ removed and is soaked in a weak lye solution.<br />Grits made from hominy are superior to grits made from regular cracked corn.  If you like grits, you will love this product from Angelina's Gourmet.  One item missing from Amazon and Angelina is cooking instructions.  Bring 1 1/4 cups of water to a low boil.  Add 1/3 cups of grits. Turn heat to its lowest setting.  You want the grits to barely simmer, not boil!  Stir well and frequently for the first couple of minutes.  Cover pan , removing to stir every couple of minutes.  About 15 minutes will do it.  The longer you can cook without going dry, the creamier the grits will be. Serving size?  It's one serving for me, maybe two for you.  You can figure this out......not rocket science.",grits excellent amazon product description says hominy grits coarsely ground hominy corn statement incorrect hominy cornthat germ removed soaked weak lye solutionbr grits made hominy superior grits made regular cracked corn like grits love product angelinas gourmet one item missing amazon angelina cooking instructions bring cups water low boil add cups grits turn heat lowest setting want grits barely simmer boil stir well frequently first couple minutes cover pan removing stir every couple minutes minutes longer cook without going dry creamier grits serving size one serving maybe two figure outnot rocket science
455999,B000EIP6MA,AENDFLZJ2OMQW,Ann E. Galloway,2,2,5,1252195200,Absolutely the Best!,I love to cook Chinese food; and a particular favorite dish is chicken or shrimp with hoisin sauce.  Koon Chun is difficult to find in local stores; but it is far and away the best hoisin -- both in terms of flavor and consistency.,love cook chinese food particular favorite dish chicken shrimp hoisin sauce koon chun difficult find local stores far away best hoisin terms flavor consistency
540694,B000N3BVDO,A3BFB5ST9L7021,"J. Hammes ""J. Hammes""",0,0,5,1282953600,Perfect quality and a key incredient to my home made Curry powder,After lightly toasting and grinding to a powder this is the primary ingredient in my home made Curry powder. Curried fruit is an unrivaled joy! I examine Fenugreek kernel by kernel before using and the quality here is nearly perfect. A pack of 6 is probably a lifetime supply since the shelf life of the dried kernels is quite long (if stored in a cool dry place). 5 Stars and deserves it.,lightly toasting grinding powder primary ingredient home made curry powder curried fruit unrivaled joy examine fenugreek kernel kernel using quality nearly perfect pack probably lifetime supply since shelf life dried kernels quite long stored cool dry place stars deserves
225486,B002ZX1U9A,A11MYV2EDD6VH5,gchao,0,0,5,1328313600,Delicious hazelnut aroma!,"I love Gloria Jean coffee and their hazelnut K-cups do not disappoint. The aroma smells mouthwatering as it's brewing and the strength is just right. I do have to admit that hazelnut coffee tends to be on the light side of coffee strength so strong coffee drinkers beware! I always use the medium cup setting on the Keurig B60 special edition so if you want it stronger, use the smallest cup setting. At $0.60 per cup, this is easily the best value for coffee, especially if you're drinking a mug everyday like me.",love gloria jean coffee hazelnut kcups disappoint aroma smells mouthwatering brewing strength right admit hazelnut coffee tends light side coffee strength strong coffee drinkers beware always use medium cup setting keurig b special edition want stronger use smallest cup setting per cup easily best value coffee especially youre drinking mug everyday like
368848,B001D0DMMY,A2HW8VV8EHYKN4,Diana Bernardo,0,0,2,1345680000,My least favorite,"I bought several of the Kind bar flavors and these were the worst of the bunch. My son LOVES mango and macadamia, but this combination in the bar fell short of our expectations. So many other great flavors to try, I would not recommend these unless you do not care about the taste! Bleh.",bought several kind bar flavors worst bunch son loves mango macadamia combination bar fell short expectations many great flavors try would recommend unless care taste bleh
257001,B003V8SO10,A1IBQEEHWCYMKN,"T. Ngo ""parasailing""",21,25,4,1282867200,Best tasting one right now,"Fast forward to January 2012, this is the best tasting one out there.  I am a coconut water fan and have tried them all.  ONE used to be the best before they move their production to another country.  There is something about coconuts from Brazil.  They are not as sweet and offer a more nutty flavor if that's what you are looking for.<br /><br />This brand has a very subtle taste so if you coming from the sweeter brands, you will not like it.  With all the other brands moving their production to other countries and no longer using coconuts from Brazil, this is my favorite.<br /><br />Below is a review from about about year and half ago.<br /><br />I have tried about 5 brands of coconut water, Amy and Bryans, ONE, Nature Factor, Zico, and VitaCoco.  This one has the most subtle taste of all of them and looking at the nutritional listing on the box, seems to contain the least amount of sugar.  For some, it might taste like water since the flavor does not seem to come out compared to the other brands.<br /><br />Amy and Bryans and Nature Factor coconuts are way too sweet for my taste and I think they get their coconut water from Thailand.  Vita Coco tastes a bit tart.<br /><br />Zico used to be my favorite before they switch from all natural to concentrate and though I have not tried it, based on other people's reviews, it does not come close to any of these particular ones.<br /><br />So in the end, ONE coconut will be the brand I will continue to buy and if Zico comes back into the market, I might pick them second.  For my taste, the ONE brand tastes the best.",fast forward january best tasting one coconut water fan tried one used best move production another country something coconuts brazil sweet offer nutty flavor thats looking forbr br brand subtle taste coming sweeter brands like brands moving production countries longer using coconuts brazil favoritebr br review year half agobr br tried brands coconut water amy bryans one nature factor zico vitacoco one subtle taste looking nutritional listing box seems contain least amount sugar might taste like water since flavor seem come compared brandsbr br amy bryans nature factor coconuts way sweet taste think get coconut water thailand vita coco tastes bit tartbr br zico used favorite switch natural concentrate though tried based peoples reviews come close particular onesbr br end one coconut brand continue buy zico comes back market might pick second taste one brand tastes best
115461,B000WFUL3E,A2ZZP9BDSV8XJE,Lizzie's Mom,1,1,5,1251417600,wellness is a fine product,"Per the earlier post.  I have purchased this product in this size can for about this price, so I see no problem.  I'm trying to feed my cat grain free food and this is the only one I've found so far that she will eat.  It's a good product and good value",per earlier post purchased product size price see problem im trying feed cat grain free food one ive found far eat good product good value
69575,B003CK7O36,A3FG4TRR8815R3,ghostrider,0,0,5,1301184000,Irish Breakfast Tea,Great tasting tea.  Much cheaper to purchase in bulk from Amazon than at the grocery store.  Thank you Amazon!,great tasting tea much cheaper purchase bulk amazon grocery store thank amazon
293578,B000G176CI,A2OJ01J75ZJTEO,"H. Friedman ""soulhealing""",0,0,5,1343433600,A great meal-in-a-can soup,"I have enjoyed this soup for years, and find it both very tasty and filling.<br /><br />In fact, when I have it for lunch (with just a couple of oat crakers), I don't need to eat anything else, so it's helping me to lose weight!<br /><br />I never feel weighed down by this soup, nor have the salt reaction that I have with saltier soups, but instead feel really well nourished.<br /><br />Highly recommended!",enjoyed soup years find tasty fillingbr br fact lunch couple oat crakers dont need eat anything else helping lose weightbr br never feel weighed soup salt reaction saltier soups instead feel really well nourishedbr br highly recommended
